strategy,mean_realised_value,sd_realised_value,mean_regret_vs_oracle,mean_regret_pct
causal,235.15174729594685,0.8404801238252491,0.6959312644093042,0.2950765802137023
causal_lcb,235.15174729594685,0.8404801238252491,0.6959312644093042,0.2950765802137023
historical,151.94785290101098,0.0,83.89982565934518,35.57373393347785
oracle,235.84767856035612,0.0,0.0,0.0
rule_based,190.2613540214668,0.0,45.58632453888933,19.328714540314312
