channel,true_effect,exposed,naive_diff_in_means,aipw_effect,aipw_se,aipw_ci_low,aipw_ci_high,incremental_conversions_est,heuristic_first-touch,heuristic_last-touch,heuristic_linear,heuristic_time-decay,heuristic_weighted
search,0.06,32804,0.07342015533783407,0.047919479663620125,0.0027059941317322386,0.042615731165424935,0.053223228161815316,1571.9506108853946,0.6775528978840847,0.022539098436062558,0.23305734437288983,0.14528419154450822,0.29661913523459826
social,0.04,26964,0.05558715922261552,0.03143532281353135,0.002733164837872904,0.026078319731300457,0.03679232589576224,847.6220443440593,0.18790248390064399,0.04082336706531739,0.18051402943882394,0.15426534425718283,0.14435372585095985
display,0.0,35910,0.024425946560048956,0.0009908721280281665,0.0028133356110013694,-0.0045232656695345175,0.0065050099255908505,35.58221811749146,0.0906163753449862,0.11120055197792088,0.21296189819073805,0.2106478228931683,0.15321987120514557
email,0.05,20991,0.06706946359673897,0.03914495462757636,0.0028792156449623844,0.03350169196345009,0.04478821729170263,821.6917425874555,0.024264029438822447,0.15098896044158233,0.14466421343146613,0.164898007378924,0.11275298988040156
retargeting,0.01,27652,0.12198662773926204,0.0047242945103107,0.0032407913806034552,-0.0016276565956720715,0.011076245616293473,130.6361917991115,0.01966421343146274,0.6744480220791168,0.22880251456608208,0.3249046339262166,0.2930542778288949
