condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,25,ipw,0.9905368120778196,0.05440124321329373,0.8839103753797639,1.0971632487758753,1.0,0.9898219083260726,0.5035,0.10686144799429274,0.8624606099400961,0.0
linear_low_confounding,linear,25,aipw,0.9937678339304014,0.0338110783991679,0.9274981202680322,1.0600375475927704,1.0,0.9898219083260726,0.5035,0.10686144799429274,0.8624606099400961,0.0
linear_low_confounding,linear,26,difference-in-means,1.5813667692500448,0.05164673197280471,1.4801391745833476,1.682594363916742,1.0,1.0068855985763165,0.50775,0.13926001099757318,0.8437331953980381,0.0
linear_low_confounding,linear,26,outcome-regression,1.0145672177202623,0.010979639773526187,0.9930471237641509,1.0360873116763736,1.0,1.0068855985763165,0.50775,0.13926001099757318,0.8437331953980381,0.0
linear_low_confounding,linear,26,ipw,1.0217973457825686,0.055406876244485294,0.9131998683433775,1.1303948232217598,1.0,1.0068855985763165,0.50775,0.13926001099757318,0.8437331953980381,0.0
linear_low_confounding,linear,26,aipw,1.0142954340056551,0.03431912728515059,0.94702994452676,1.0815609234845502,1.0,1.0068855985763165,0.50775,0.13926001099757318,0.8437331953980381,0.0
linear_low_confounding,linear,27,difference-in-means,1.6480930945975878,0.05149295494483385,1.5471669029057133,1.7490192862894622,1.0,0.9999594774412089,0.50075,0.10914383767761562,0.8741978898752478,0.0
linear_low_confounding,linear,27,outcome-regression,1.0034653316637858,0.010583545009911158,0.98272158344436,1.0242090798832117,1.0,0.9999594774412089,0.50075,0.10914383767761562,0.8741978898752478,0.0
linear_low_confounding,linear,27,ipw,1.0042281049064254,0.05686243303892429,0.8927777361501339,1.115678473662717,1.0,0.9999594774412089,0.50075,0.10914383767761562,0.8741978898752478,0.0
linear_low_confounding,linear,27,aipw,1.007473246100241,0.03485906133846053,0.9391494858768583,1.0757970063236235,1.0,0.9999594774412089,0.50075,0.10914383767761562,0.8741978898752478,0.0
linear_low_confounding,linear,28,difference-in-means,1.6650153835865966,0.05085156668358031,1.5653463128867793,1.764684454286414,1.0,1.0007293349667827,0.49075,0.09754234095349053,0.8624990030931398,0.0
linear_low_confounding,linear,28,outcome-regression,1.0900102198872397,0.010887484867038505,1.0686707495478442,1.111349690226635,1.0,1.0007293349667827,0.49075,0.09754234095349053,0.8624990030931398,0.0
linear_low_confounding,linear,28,ipw,1.0776416727736862,0.05715958168321171,0.9656088926745912,1.1896744528727812,1.0,1.0007293349667827,0.49075,0.09754234095349053,0.8624990030931398,0.0
