strategy,mean_realised_value,sd_realised_value,mean_regret_vs_oracle,mean_regret_pct
causal,235.21266914810712,0.8433951417199398,0.6350094122489963,0.2692455639695813
causal_lcb,235.21266914810712,0.8433951417199398,0.6350094122489963,0.2692455639695813
historical,151.94785290101098,0.0,83.89982565934517,35.57373393347785
oracle,235.84767856035614,0.0,0.0,0.0
rule_based,190.26135402146681,0.0,45.58632453888933,19.328714540314316
