truth,mean_estimate,mean_bias,mean_abs_bias,rmse,empirical_sd,mean_se,ci_coverage_95,n_reps,sweep,value,estimator,mean_min_propensity,mean_treatment_rate
1.0,1.0070472963421955,0.0070472963421954115,0.03560802908155997,0.043243550404049876,0.04302549814536919,0.011264919916548545,0.4,60,treatment_intercept,-1.5,outcome-regression,0.01002517862371768,0.22142083333333332
1.0,1.001674130399159,0.001674130399158887,0.027676996884286747,0.03420857387817855,0.034455923416644045,0.03864818356894103,0.9833333333333333,60,treatment_intercept,0.0,aipw,0.025598909755905994,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,treatment_intercept,0.0,difference-in-means,0.025598909755905994,0.5007791666666667
1.0,0.9933352927930524,-0.006664707206947503,0.03770187266307757,0.04557683470547617,0.04546739796354693,0.06946999738907077,1.0,60,treatment_intercept,0.0,ipw,0.025598909755905994,0.5007791666666667
1.0,1.0021889454901745,0.00218894549017441,0.026961277457355732,0.03406651695795734,0.03428301099182509,0.011109658012879338,0.48333333333333334,60,treatment_intercept,0.0,outcome-regression,0.025598909755905994,0.5007791666666667
1.0,1.0089697123314296,0.008969712331429729,0.03514243556839134,0.04467072323189674,0.04413021304206162,0.05270371185713505,0.9833333333333333,60,treatment_intercept,1.5,aipw,0.10648407362387256,0.7800166666666666
1.0,1.943521281895168,0.9435212818951678,0.9435212818951678,0.9448844797847886,0.05116544201588883,0.055516844315235785,0.0,60,treatment_intercept,1.5,difference-in-means,0.10648407362387256,0.7800166666666666
1.0,1.0109764782778838,0.010976478277883775,0.05770821348215704,0.0692294495002805,0.06893057378822008,0.08286414982511582,0.95,60,treatment_intercept,1.5,ipw,0.10648407362387256,0.7800166666666666
1.0,1.00526570475923,0.005265704759229976,0.02885550045770855,0.03812980981126567,0.038083157222484273,0.011239895099152053,0.48333333333333334,60,treatment_intercept,1.5,outcome-regression,0.10648407362387256,0.7800166666666666
1.0,1.014716791882587,0.01471679188258691,0.058116229591091646,0.07187269663008415,0.07094352414323975,0.07404851883113313,0.95,60,treatment_intercept,2.5,aipw,0.24318874194199916,0.8960375
1.0,1.956138501656137,0.9561385016561369,0.9561385016561369,0.9580853105558546,0.06156127954583891,0.0733428466697871,0.0,60,treatment_intercept,2.5,difference-in-means,0.24318874194199916,0.8960375
1.0,1.028459391925113,0.028459391925112952,0.07736311181022162,0.09818371022403906,0.09476163117882727,0.1127156490191769,0.9833333333333333,60,treatment_intercept,2.5,ipw,0.24318874194199916,0.8960375
1.0,1.015243803305166,0.015243803305165967,0.05090191737037184,0.06234407193748317,0.0609618644328149,0.011273176256545671,0.21666666666666667,60,treatment_intercept,2.5,outcome-regression,0.24318874194199916,0.8960375
1.0,1.001674130399159,0.001674130399158887,0.027676996884286747,0.03420857387817855,0.034455923416644045,0.03864818356894103,0.9833333333333333,60,unmeasured_confounding,none,aipw,0.025598909755905994,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,unmeasured_confounding,none,difference-in-means,0.025598909755905994,0.5007791666666667
1.0,0.9933352927930524,-0.006664707206947503,0.03770187266307757,0.04557683470547617,0.04546739796354693,0.06946999738907077,1.0,60,unmeasured_confounding,none,ipw,0.025598909755905994,0.5007791666666667
1.0,1.0021889454901745,0.00218894549017441,0.026961277457355732,0.03406651695795734,0.03428301099182509,0.011109658012879338,0.48333333333333334,60,unmeasured_confounding,none,outcome-regression,0.025598909755905994,0.5007791666666667
1.0,1.5522503349332046,0.5522503349332045,0.5522503349332045,0.5539911776371701,0.0442541864262904,0.048157916222673736,0.0,60,unmeasured_confounding,x0,aipw,0.06534366189680194,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,unmeasured_confounding,x0,difference-in-means,0.06534366189680194,0.5007791666666667
1.0,1.551718793003629,0.5517187930036287,0.5517187930036287,0.5536340731894278,0.04639981490614535,0.054930605232975424,0.0,60,unmeasured_confounding,x0,ipw,0.06534366189680194,0.5007791666666667
1.0,1.5507612214105704,0.5507612214105705,0.5507612214105705,0.5524935108456139,0.04408570063167317,0.001907612708572559,0.0,60,unmeasured_confounding,x0,outcome-regression,0.06534366189680194,0.5007791666666667
1.0,1.3281302514708786,0.32813025147087876,0.32813025147087876,0.3307799672392936,0.042136881021133527,0.04100930258618638,0.0,60,unmeasured_confounding,"x2,x3,x4",aipw,0.060875311920670985,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,unmeasured_confounding,"x2,x3,x4",difference-in-means,0.060875311920670985,0.5007791666666667
1.0,1.3259332905914432,0.3259332905914435,0.3259332905914435,0.3290131200208463,0.04529140933343707,0.058685525708334366,0.0,60,unmeasured_confounding,"x2,x3,x4",ipw,0.060875311920670985,0.5007791666666667
1.0,1.328047239695766,0.32804723969576555,0.32804723969576555,0.3305789734827627,0.04117922263125654,0.011126215372002667,0.0,60,unmeasured_confounding,"x2,x3,x4",outcome-regression,0.060875311920670985,0.5007791666666667
1.0,1.161554345106397,0.161554345106397,0.161554345106397,0.16601852649521076,0.03856332740519391,0.03977475611106828,0.0,60,unmeasured_confounding,"x3,x4",aipw,0.04046672573651702,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,unmeasured_confounding,"x3,x4",difference-in-means,0.04046672573651702,0.5007791666666667
1.0,1.1575047634760969,0.15750476347609724,0.15750476347609724,0.1639359495091717,0.04585066057390475,0.06346311771559641,0.26666666666666666,60,unmeasured_confounding,"x3,x4",ipw,0.04046672573651702,0.5007791666666667
1.0,1.1628228120455844,0.16282281204558427,0.16282281204558427,0.16702186308495537,0.03753011842626407,0.011107419717023052,0.0,60,unmeasured_confounding,"x3,x4",outcome-regression,0.04046672573651702,0.5007791666666667
1.0,1.0559644199102274,0.055964419910227346,0.057458700503688696,0.06655772671069929,0.036330610276444054,0.03895633840430601,0.7,60,unmeasured_confounding,x4,aipw,0.030301106264795947,0.5007791666666667
1.0,2.006957797875114,1.006957797875114,1.006957797875114,1.0081023602008705,0.04842987529845378,0.04912329207229659,0.0,60,unmeasured_confounding,x4,difference-in-means,0.030301106264795947,0.5007791666666667
1.0,1.0486379501864664,0.048637950186466376,0.05544968730319521,0.06814964118921962,0.04813881828957592,0.06736986036129503,0.9333333333333333,60,unmeasured_confounding,x4,ipw,0.030301106264795947,0.5007791666666667
1.0,1.0569059755428691,0.05690597554286921,0.058214950592319396,0.06738288078832501,0.03639001405463129,0.011081318482612951,0.18333333333333332,60,unmeasured_confounding,x4,outcome-regression,0.030301106264795947,0.5007791666666667
