seed,strategy,realised_value,regret_vs_oracle,regret_pct,spend_search,spend_email,spend_social,spend_display,spend_retargeting
8,causal,234.28006613045727,1.5676124298988725,0.6646715538892627,8,6,4,0.0,2.0
8,causal_lcb,234.28006613045727,1.5676124298988725,0.6646715538892627,8,6,4,0.0,2.0
8,historical,151.94785290101098,83.89982565934517,35.57373393347785,2,3,2,4.0,9.0
8,rule_based,190.26135402146681,45.58632453888933,19.328714540314316,4,4,2,3.0,7.0
9,oracle,235.84767856035614,0.0,0.0,8,6,5,0.0,1.0
9,causal,234.1843364015408,1.6633421588153396,0.7052611961112313,7,5,7,0.0,1.0
9,causal_lcb,234.1843364015408,1.6633421588153396,0.7052611961112313,7,5,7,0.0,1.0
9,historical,151.94785290101098,83.89982565934517,35.57373393347785,2,3,2,4.0,9.0
9,rule_based,190.26135402146681,45.58632453888933,19.328714540314316,4,4,2,3.0,7.0
10,oracle,235.84767856035614,0.0,0.0,8,6,5,0.0,1.0
10,causal,235.8415397674334,0.006138792922740777,0.002602863407523339,7,6,6,0.0,1.0
10,causal_lcb,235.8415397674334,0.006138792922740777,0.002602863407523339,7,6,6,0.0,1.0
10,historical,151.94785290101098,83.89982565934517,35.57373393347785,2,3,2,4.0,9.0
