condition,mean_pehe,sd_pehe,mean_rank_corr,mean_regret_vs_oracle,mean_value_learned,mean_value_oracle,mean_value_treat_all
linear_high_confounding,0.09016113474989003,0.023649260705614728,0.9933204744350296,0.0012887800481237045,1.026386254284879,1.0276750343330023,1.0026266217831146
linear_low_confounding,0.08420527006418953,0.018272192284820417,0.9941668274998016,0.0012455969774025888,1.0269473335483201,1.0281929305257227,1.002996456780889
linear_moderate_confounding,0.08350040888800787,0.018782754894184482,0.9941650511471904,0.0014114375346763297,1.027861405597309,1.029272843131985,1.0029757220954594
nonlinear_gbm_learner,1.1111280968045507,0.047993837602341334,0.6958688760778668,-0.018143538351712927,1.125093083623648,1.1069495452719351,1.1250463152574732
nonlinear_linear_learner,1.767166946421346,0.061717937510144226,0.9620162898735181,-0.30634016587227964,1.8561637100898574,1.5498235442175778,2.0562552376886303
