experiment_id,domain,heterogeneity,aggregation,seed,final_auroc,final_accuracy,worst_client_auroc,client_dispersion,convergence_round,runtime_ms,communication_bytes
P2-E1,clinical-sim,moderate,fedprox,20260303,0.79908,0.745833,0.579586,0.100136,3,30,28800
P2-E1,clinical-sim,moderate,fedprox,20260404,0.75587,0.670833,0.577464,0.107687,4,30,28800
P2-E1,clinical-sim,moderate,fedprox,20260505,0.815793,0.755833,0.560902,0.107091,2,30,28800
P2-E1,clinical-sim,moderate,fedprox,20260606,0.775435,0.710833,0.526955,0.106233,3,29,28800
P2-E1,clinical-sim,moderate,fedprox,20260707,0.817994,0.746667,0.495288,0.137184,2,31,28800
P2-E1,clinical-sim,moderate,fedprox,20260808,0.803279,0.744167,0.519676,0.11339,1,31,28800
P2-E1,clinical-sim,moderate,fedprox,20260909,0.773178,0.6475,0.492122,0.117243,3,30,28800
P2-E1,clinical-sim,moderate,fedprox,20261010,0.79857,0.746667,0.468186,0.124149,1,31,28800
P2-E1,clinical-sim,moderate,fedprox,20261111,0.784578,0.714167,0.543181,0.109946,3,30,28800
P2-E1,clinical-sim,moderate,fedprox,20261212,0.822766,0.773333,0.519591,0.118113,1,30,28800
P2-E1,clinical-sim,moderate,fedprox,20261313,0.817373,0.748333,0.575302,0.101743,2,31,28800
P2-E1,clinical-sim,moderate,fedprox,20261414,0.770017,0.629167,0.457019,0.142894,1,30,28800
P2-E1,clinical-sim,moderate,fedprox,20261515,0.821934,0.763333,0.553072,0.103038,2,31,28800
P2-E1,clinical-sim,moderate,fedprox,20261616,0.808689,0.723333,0.523778,0.136389,1,31,28800
P2-E1,clinical-sim,moderate,fedprox,20261717,0.8157,0.756667,0.477091,0.123531,1,29,28800
P2-E1,clinical-sim,moderate,fedprox,20261818,0.815326,0.766667,0.567489,0.091141,1,30,28800
P2-E1,clinical-sim,moderate,fedprox,20261919,0.801767,0.731667,0.557718,0.094845,2,31,28800
P2-E1,clinical-sim,moderate,weighted,20260000,0.821075,0.736667,0.488725,0.123608,2,30,28800
P2-E1,clinical-sim,moderate,weighted,20260101,0.7863,0.72,0.59577,0.098576,3,30,28800
P2-E1,clinical-sim,moderate,weighted,20260202,0.810367,0.755,0.49683,0.117804,1,31,28800
P2-E1,clinical-sim,moderate,weighted,20260303,0.79908,0.745833,0.579586,0.100136,3,31,28800
P2-E1,clinical-sim,moderate,weighted,20260404,0.75587,0.670833,0.577464,0.107687,4,30,28800
P2-E1,clinical-sim,moderate,weighted,20260505,0.815793,0.755833,0.560902,0.107091,2,32,28800
P2-E1,clinical-sim,moderate,weighted,20260606,0.775435,0.710833,0.526955,0.106233,3,30,28800
P2-E1,clinical-sim,moderate,weighted,20260707,0.817994,0.746667,0.495288,0.137184,2,31,28800
P2-E1,clinical-sim,moderate,weighted,20260808,0.803279,0.744167,0.519676,0.11339,1,32,28800
P2-E1,clinical-sim,moderate,weighted,20260909,0.773178,0.6475,0.492122,0.117243,3,29,28800
P2-E1,clinical-sim,moderate,weighted,20261010,0.79857,0.746667,0.468186,0.124149,1,31,28800
P2-E1,clinical-sim,moderate,weighted,20261111,0.784578,0.714167,0.543181,0.109946,3,30,28800
P2-E1,clinical-sim,moderate,weighted,20261212,0.822766,0.773333,0.519591,0.118113,1,30,28800
P2-E1,clinical-sim,moderate,weighted,20261313,0.817373,0.748333,0.575302,0.101743,2,30,28800
P2-E1,clinical-sim,moderate,weighted,20261414,0.770017,0.629167,0.457019,0.142894,1,31,28800
P2-E1,clinical-sim,moderate,weighted,20261515,0.821934,0.763333,0.553072,0.103038,2,30,28800
P2-E1,clinical-sim,moderate,weighted,20261616,0.808689,0.723333,0.523778,0.136389,1,31,28800
P2-E1,clinical-sim,moderate,weighted,20261717,0.8157,0.756667,0.477091,0.123531,1,31,28800
P2-E1,clinical-sim,moderate,weighted,20261818,0.815326,0.766667,0.567489,0.091141,1,30,28800
P2-E1,clinical-sim,moderate,weighted,20261919,0.801767,0.731667,0.557718,0.094845,2,31,28800
P2-E1,clinical-sim,moderate,median,20260000,0.819588,0.6975,0.487926,0.125121,4,32,28800
P2-E1,clinical-sim,moderate,median,20260101,0.760307,0.693333,0.586197,0.111057,5,32,28800
P2-E1,clinical-sim,moderate,median,20260202,0.803809,0.743333,0.509434,0.116026,1,30,28800
P2-E1,clinical-sim,moderate,median,20260303,0.747957,0.688333,0.580219,0.101553,3,31,28800
P2-E1,clinical-sim,moderate,median,20260404,0.753746,0.675833,0.582259,0.108311,16,30,28800
P2-E1,clinical-sim,moderate,median,20260505,0.807173,0.749167,0.553001,0.109001,3,30,28800
P2-E1,clinical-sim,moderate,median,20260606,0.754407,0.7025,0.515719,0.106432,6,34,28800
P2-E1,clinical-sim,moderate,median,20260707,0.815614,0.7425,0.489519,0.13336,1,31,28800
P2-E1,clinical-sim,moderate,median,20260808,0.723881,0.679167,0.500479,0.12968,1,32,28800
P2-E1,clinical-sim,moderate,median,20260909,0.77218,0.634167,0.490021,0.115884,3,30,28800
P2-E1,clinical-sim,moderate,median,20261010,0.803913,0.753333,0.470357,0.121326,1,31,28800
P2-E1,clinical-sim,moderate,median,20261111,0.775803,0.723333,0.560108,0.105775,3,30,28800
P2-E1,clinical-sim,moderate,median,20261212,0.816842,0.754167,0.510633,0.11782,1,30,28800
P2-E1,clinical-sim,moderate,median,20261313,0.820277,0.7525,0.560271,0.109987,1,30,28800
P2-E1,clinical-sim,moderate,median,20261414,0.739927,0.608333,0.477748,0.129755,1,30,28800
P2-E1,clinical-sim,moderate,median,20261515,0.804492,0.729167,0.537327,0.107181,2,30,28800
P2-E1,clinical-sim,moderate,median,20261616,0.801991,0.718333,0.525191,0.132157,1,30,28800
P2-E1,clinical-sim,moderate,median,20261717,0.810412,0.745,0.475345,0.122173,2,34,28800
P2-E1,clinical-sim,moderate,median,20261818,0.80943,0.75,0.576808,0.087819,4,32,28800
P2-E1,clinical-sim,moderate,median,20261919,0.795925,0.7325,0.581301,0.088374,3,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260000,0.811328,0.718333,0.480558,0.125056,2,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260101,0.778615,0.715,0.592727,0.103182,3,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260202,0.808086,0.7575,0.498892,0.117908,1,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260303,0.791784,0.738333,0.579857,0.099666,3,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260404,0.757479,0.666667,0.578373,0.106988,5,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260505,0.814815,0.751667,0.556463,0.108577,2,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260606,0.769253,0.7,0.520599,0.107347,3,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260707,0.816046,0.739167,0.495,0.135691,2,34,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260808,0.796006,0.7375,0.522271,0.112148,1,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20260909,0.775046,0.650833,0.488708,0.117462,3,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261010,0.800089,0.7475,0.466829,0.123916,1,32,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261111,0.784318,0.716667,0.545121,0.109087,4,33,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261212,0.820901,0.761667,0.516062,0.118901,1,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261313,0.819987,0.749167,0.573043,0.10326,2,30,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261414,0.762006,0.621667,0.464093,0.141419,1,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261515,0.817303,0.759167,0.55271,0.104999,2,32,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261616,0.805497,0.715,0.529146,0.132226,1,29,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261717,0.815103,0.756667,0.483927,0.120546,1,31,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261818,0.814861,0.7625,0.571767,0.089246,2,32,28800
P2-E1,clinical-sim,moderate,trimmed-mean,20261919,0.799893,0.735833,0.566232,0.095441,2,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260000,0.814815,0.714167,0.483221,0.124667,2,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260101,0.764871,0.695,0.592282,0.106369,2,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260202,0.810295,0.753333,0.497441,0.118062,1,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260303,0.784472,0.728333,0.581486,0.100897,2,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260404,0.745376,0.656667,0.575562,0.106709,4,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260505,0.815939,0.753333,0.559126,0.10762,2,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260606,0.76405,0.7,0.525593,0.106097,2,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260707,0.81484,0.740833,0.491442,0.137813,2,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260808,0.791253,0.735833,0.523213,0.112524,1,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20260909,0.77535,0.640833,0.494091,0.11651,3,30,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261010,0.801742,0.755,0.46805,0.123709,1,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261111,0.780769,0.7125,0.542642,0.112615,3,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261212,0.822044,0.7625,0.517781,0.118245,1,33,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261313,0.821302,0.75,0.57039,0.104617,2,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261414,0.762388,0.608333,0.456233,0.142708,1,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261515,0.81305,0.741667,0.5452,0.105958,1,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261616,0.80681,0.720833,0.526509,0.134272,1,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261717,0.815164,0.753333,0.473745,0.124517,1,31,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261818,0.815037,0.764167,0.566954,0.091576,1,32,28800
P2-E1,clinical-sim,moderate,trust-weighted,20261919,0.800016,0.738333,0.570461,0.094717,2,33,28800
P2-E1,clinical-sim,severe,fedavg,20260000,0.828526,0.754167,0.4617,0.137573,2,31,28800
P2-E1,clinical-sim,severe,fedavg,20260101,0.774001,0.705,0.498113,0.143021,4,30,28800
P2-E1,clinical-sim,severe,fedavg,20260202,0.745557,0.659167,0.398109,0.159658,5,29,28800
P2-E1,clinical-sim,severe,fedavg,20260303,0.814585,0.760833,0.443069,0.132156,4,29,28800
P2-E1,clinical-sim,severe,fedavg,20260404,0.660954,0.605,0.432765,0.149125,3,31,28800
P2-E1,clinical-sim,severe,fedavg,20260505,0.815102,0.7475,0.474569,0.13479,2,31,28800
P2-E1,clinical-sim,severe,fedavg,20260606,0.768899,0.691667,0.402973,0.135248,3,31,28800
P2-E1,clinical-sim,severe,fedavg,20260707,0.741635,0.665,0.46719,0.092237,7,31,28800
P2-E1,clinical-sim,severe,fedavg,20260808,0.802756,0.73,0.482323,0.132624,1,31,28800
P2-E1,clinical-sim,severe,fedavg,20260909,0.633292,0.6125,0.381948,0.154647,1,29,28800
P2-E1,clinical-sim,severe,fedavg,20261010,0.797648,0.705,0.454397,0.121121,1,30,28800
P2-E1,clinical-sim,severe,fedavg,20261111,0.735479,0.693333,0.470149,0.146591,2,30,28800
P2-E1,clinical-sim,severe,fedavg,20261212,0.791141,0.671667,0.463405,0.158884,2,30,28800
P2-E1,clinical-sim,severe,fedavg,20261313,0.811688,0.755833,0.474506,0.133628,2,32,28800
P2-E1,clinical-sim,severe,fedavg,20261414,0.734063,0.578333,0.444757,0.165163,1,33,28800
P2-E1,clinical-sim,severe,fedavg,20261515,0.818576,0.738333,0.456702,0.12482,1,35,28800
P2-E1,clinical-sim,severe,fedavg,20261616,0.793404,0.715833,0.518715,0.127185,1,31,28800
P2-E1,clinical-sim,severe,fedavg,20261717,0.759245,0.688333,0.471052,0.129333,5,30,28800
P2-E1,clinical-sim,severe,fedavg,20261818,0.808248,0.7525,0.4993,0.1287,2,31,28800
P2-E1,clinical-sim,severe,fedavg,20261919,0.751543,0.684167,0.448575,0.116634,6,30,28800
P2-E1,clinical-sim,severe,fedprox,20260000,0.828526,0.754167,0.4617,0.137573,2,31,28800
P2-E1,clinical-sim,severe,fedprox,20260101,0.774001,0.705,0.498113,0.143021,4,31,28800
P2-E1,clinical-sim,severe,fedprox,20260202,0.745557,0.659167,0.398109,0.159658,5,32,28800
P2-E1,clinical-sim,severe,fedprox,20260303,0.814585,0.760833,0.443069,0.132156,4,31,28800
P2-E1,clinical-sim,severe,fedprox,20260404,0.660954,0.605,0.432765,0.149125,3,33,28800
P2-E1,clinical-sim,severe,fedprox,20260505,0.815102,0.7475,0.474569,0.13479,2,32,28800
P2-E1,clinical-sim,severe,fedprox,20260606,0.768899,0.691667,0.402973,0.135248,3,31,28800
P2-E1,clinical-sim,severe,fedprox,20260707,0.741635,0.665,0.46719,0.092237,7,31,28800
P2-E1,clinical-sim,severe,fedprox,20260808,0.802756,0.73,0.482323,0.132624,1,30,28800
P2-E1,clinical-sim,severe,fedprox,20260909,0.633292,0.6125,0.381948,0.154647,1,32,28800
P2-E1,clinical-sim,severe,fedprox,20261010,0.797648,0.705,0.454397,0.121121,1,30,28800
P2-E1,clinical-sim,severe,fedprox,20261111,0.735479,0.693333,0.470149,0.146591,2,31,28800
P2-E1,clinical-sim,severe,fedprox,20261212,0.791141,0.671667,0.463405,0.158884,2,30,28800
P2-E1,clinical-sim,severe,fedprox,20261313,0.811688,0.755833,0.474506,0.133628,2,31,28800
P2-E1,clinical-sim,severe,fedprox,20261414,0.734063,0.578333,0.444757,0.165163,1,31,28800
P2-E1,clinical-sim,severe,fedprox,20261515,0.818576,0.738333,0.456702,0.12482,1,30,28800
P2-E1,clinical-sim,severe,fedprox,20261616,0.793404,0.715833,0.518715,0.127185,1,30,28800
P2-E1,clinical-sim,severe,fedprox,20261717,0.759245,0.688333,0.471052,0.129333,5,31,28800
P2-E1,clinical-sim,severe,fedprox,20261818,0.808248,0.7525,0.4993,0.1287,2,32,28800
P2-E1,clinical-sim,severe,fedprox,20261919,0.751543,0.684167,0.448575,0.116634,6,32,28800
P2-E1,clinical-sim,severe,weighted,20260000,0.828526,0.754167,0.4617,0.137573,2,30,28800
P2-E1,clinical-sim,severe,weighted,20260101,0.774001,0.705,0.498113,0.143021,4,32,28800
P2-E1,clinical-sim,severe,weighted,20260202,0.745557,0.659167,0.398109,0.159658,5,31,28800
P2-E1,clinical-sim,severe,weighted,20260303,0.814585,0.760833,0.443069,0.132156,4,32,28800
P2-E1,clinical-sim,severe,weighted,20260404,0.660954,0.605,0.432765,0.149125,3,30,28800
P2-E1,clinical-sim,severe,weighted,20260505,0.815102,0.7475,0.474569,0.13479,2,30,28800
P2-E1,clinical-sim,severe,weighted,20260606,0.768899,0.691667,0.402973,0.135248,3,30,28800
P2-E1,clinical-sim,severe,weighted,20260707,0.741635,0.665,0.46719,0.092237,7,31,28800
P2-E1,clinical-sim,severe,weighted,20260808,0.802756,0.73,0.482323,0.132624,1,30,28800
P2-E1,clinical-sim,severe,weighted,20260909,0.633292,0.6125,0.381948,0.154647,1,29,28800
P2-E1,clinical-sim,severe,weighted,20261010,0.797648,0.705,0.454397,0.121121,1,29,28800
P2-E1,clinical-sim,severe,weighted,20261111,0.735479,0.693333,0.470149,0.146591,2,30,28800
P2-E1,clinical-sim,severe,weighted,20261212,0.791141,0.671667,0.463405,0.158884,2,30,28800
P2-E1,clinical-sim,severe,weighted,20261313,0.811688,0.755833,0.474506,0.133628,2,32,28800
P2-E1,clinical-sim,severe,weighted,20261414,0.734063,0.578333,0.444757,0.165163,1,30,28800
P2-E1,clinical-sim,severe,weighted,20261515,0.818576,0.738333,0.456702,0.12482,1,31,28800
P2-E1,clinical-sim,severe,weighted,20261616,0.793404,0.715833,0.518715,0.127185,1,30,28800
P2-E1,clinical-sim,severe,weighted,20261717,0.759245,0.688333,0.471052,0.129333,5,31,28800
P2-E1,clinical-sim,severe,weighted,20261818,0.808248,0.7525,0.4993,0.1287,2,30,28800
P2-E1,clinical-sim,severe,weighted,20261919,0.751543,0.684167,0.448575,0.116634,6,29,28800
P2-E1,clinical-sim,severe,median,20260000,0.811319,0.7175,0.45665,0.136385,8,30,28800
P2-E1,clinical-sim,severe,median,20260101,0.753337,0.690833,0.516334,0.13752,9,32,28800
P2-E1,clinical-sim,severe,median,20260202,0.695285,0.640833,0.389706,0.143727,2,30,28800
P2-E1,clinical-sim,severe,median,20260303,0.762674,0.705833,0.456823,0.134219,3,31,28800
P2-E1,clinical-sim,severe,median,20260404,0.666046,0.598333,0.433435,0.152774,1,31,28800
P2-E1,clinical-sim,severe,median,20260505,0.812466,0.711667,0.467271,0.140756,3,30,28800
P2-E1,clinical-sim,severe,median,20260606,0.741525,0.68,0.44094,0.133914,16,31,28800
P2-E1,clinical-sim,severe,median,20260707,0.672651,0.610833,0.457981,0.094144,15,34,28800
P2-E1,clinical-sim,severe,median,20260808,0.726305,0.674167,0.454125,0.13698,1,31,28800
P2-E1,clinical-sim,severe,median,20260909,0.640886,0.6075,0.384756,0.157198,1,31,28800
P2-E1,clinical-sim,severe,median,20261010,0.795189,0.679167,0.459963,0.121504,1,31,28800
P2-E1,clinical-sim,severe,median,20261111,0.701924,0.683333,0.426656,0.150027,3,31,28800
P2-E1,clinical-sim,severe,median,20261212,0.799369,0.6325,0.470184,0.157658,1,31,28800
P2-E1,clinical-sim,severe,median,20261313,0.80191,0.735833,0.464387,0.134342,1,33,28800
P2-E1,clinical-sim,severe,median,20261414,0.69986,0.586667,0.417121,0.154842,1,31,28800
P2-E1,clinical-sim,severe,median,20261515,0.77288,0.699167,0.460788,0.119737,1,30,28800
P2-E1,clinical-sim,severe,median,20261616,0.759359,0.674167,0.521105,0.119459,1,30,28800
P2-E1,clinical-sim,severe,median,20261717,0.747178,0.6675,0.460741,0.130827,3,31,28800
P2-E1,clinical-sim,severe,median,20261818,0.792836,0.73,0.520406,0.118968,8,32,28800
P2-E1,clinical-sim,severe,median,20261919,0.696627,0.6175,0.455569,0.118832,17,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260000,0.825145,0.745,0.454545,0.137051,2,32,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260101,0.765336,0.704167,0.506846,0.141471,4,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260202,0.722201,0.65,0.388918,0.15401,6,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260303,0.813652,0.7525,0.444641,0.132359,5,32,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260404,0.663484,0.596667,0.433502,0.151182,5,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260505,0.811233,0.726667,0.471583,0.136467,2,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260606,0.754069,0.69,0.422057,0.135447,3,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260707,0.713988,0.639167,0.460392,0.094539,12,32,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260808,0.79527,0.718333,0.479167,0.132121,1,29,28800
P2-E1,clinical-sim,severe,trimmed-mean,20260909,0.636382,0.611667,0.384615,0.15523,1,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261010,0.793851,0.690833,0.456846,0.120628,1,32,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261111,0.731774,0.6875,0.459072,0.148372,3,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261212,0.78978,0.646667,0.469693,0.158759,2,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261313,0.806221,0.749167,0.478927,0.134297,2,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261414,0.708224,0.580833,0.443839,0.165181,1,32,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261515,0.807853,0.724167,0.459993,0.123496,1,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261616,0.783404,0.704167,0.520778,0.124206,1,31,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261717,0.748988,0.678333,0.469271,0.128556,6,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261818,0.807674,0.755,0.502915,0.126735,2,30,28800
P2-E1,clinical-sim,severe,trimmed-mean,20261919,0.741207,0.670833,0.456396,0.116803,7,32,28800
P2-E1,clinical-sim,severe,trust-weighted,20260000,0.825906,0.743333,0.457071,0.137298,2,32,28800
P2-E1,clinical-sim,severe,trust-weighted,20260101,0.764613,0.695833,0.499084,0.144153,4,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20260202,0.69569,0.63,0.411502,0.149953,1,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20260303,0.807533,0.756667,0.445623,0.133785,3,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20260404,0.656426,0.6,0.434028,0.149118,1,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20260505,0.805894,0.718333,0.478992,0.134952,2,38,28800
P2-E1,clinical-sim,severe,trust-weighted,20260606,0.736406,0.6725,0.408297,0.136139,2,44,28800
P2-E1,clinical-sim,severe,trust-weighted,20260707,0.685928,0.606667,0.452596,0.094636,2,40,28800
P2-E1,clinical-sim,severe,trust-weighted,20260808,0.791955,0.715,0.469276,0.133218,1,30,28800
P2-E1,clinical-sim,severe,trust-weighted,20260909,0.637512,0.6075,0.3863,0.153113,1,30,28800
P2-E1,clinical-sim,severe,trust-weighted,20261010,0.796864,0.676667,0.455139,0.121127,1,30,28800
P2-E1,clinical-sim,severe,trust-weighted,20261111,0.730821,0.689167,0.463969,0.148187,2,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20261212,0.784177,0.603333,0.46203,0.159326,1,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20261313,0.798096,0.731667,0.472247,0.134955,1,30,28800
P2-E1,clinical-sim,severe,trust-weighted,20261414,0.640255,0.574167,0.403481,0.18771,1,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20261515,0.80436,0.704167,0.446941,0.123476,1,32,28800
P2-E1,clinical-sim,severe,trust-weighted,20261616,0.785849,0.701667,0.52402,0.124846,1,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20261717,0.713409,0.6525,0.4596,0.128858,2,32,28800
P2-E1,clinical-sim,severe,trust-weighted,20261818,0.808355,0.749167,0.49965,0.128933,2,31,28800
P2-E1,clinical-sim,severe,trust-weighted,20261919,0.690958,0.6125,0.447902,0.11966,2,32,28800
P2-E1,financial-sim,iid,fedavg,20260000,0.706654,0.8295,0.774733,0.031315,1,51,83200
P2-E1,financial-sim,iid,fedavg,20260101,0.748391,0.8325,0.759935,0.03694,4,56,83200
P2-E1,financial-sim,iid,fedavg,20260202,0.743808,0.8285,0.728882,0.03561,4,54,83200
P2-E1,financial-sim,iid,fedavg,20260303,0.749443,0.837,0.72309,0.038594,2,52,83200
P2-E1,financial-sim,iid,fedavg,20260404,0.730727,0.843,0.747243,0.037369,2,53,83200
P2-E1,financial-sim,iid,fedavg,20260505,0.754464,0.8395,0.782738,0.032048,3,50,83200
P2-E1,financial-sim,iid,fedavg,20260606,0.733792,0.823,0.775391,0.034256,1,51,83200
P2-E1,financial-sim,iid,fedavg,20260707,0.718821,0.833,0.740595,0.039312,1,57,83200
P2-E1,financial-sim,iid,fedavg,20260808,0.743791,0.8335,0.708791,0.048785,1,64,83200
P2-E1,financial-sim,iid,fedavg,20260909,0.760893,0.8365,0.742073,0.039087,1,53,83200
P2-E1,financial-sim,iid,fedavg,20261010,0.700218,0.817,0.770826,0.02725,3,55,83200
P2-E1,financial-sim,iid,fedavg,20261111,0.765434,0.828,0.781538,0.033386,3,56,83200
P2-E1,financial-sim,iid,fedavg,20261212,0.755425,0.832,0.768661,0.029485,5,57,83200
P2-E1,financial-sim,iid,fedavg,20261313,0.741153,0.838,0.781965,0.031535,6,52,83200
P2-E1,financial-sim,iid,fedavg,20261414,0.740363,0.8305,0.771127,0.035778,2,52,83200
P2-E1,financial-sim,iid,fedavg,20261515,0.727302,0.8395,0.777992,0.032451,2,54,83200
P2-E1,financial-sim,iid,fedavg,20261616,0.735859,0.838,0.764057,0.038189,1,56,83200
P2-E1,financial-sim,iid,fedavg,20261717,0.759339,0.832,0.764112,0.033134,1,51,83200
P2-E1,financial-sim,iid,fedavg,20261818,0.746158,0.837,0.737027,0.041183,4,52,83200
P2-E1,financial-sim,iid,fedavg,20261919,0.734327,0.8275,0.776006,0.025276,4,52,83200
P2-E1,financial-sim,iid,fedprox,20260000,0.706654,0.8295,0.774733,0.031315,1,52,83200
P2-E1,financial-sim,iid,fedprox,20260101,0.748391,0.8325,0.759935,0.03694,4,53,83200
P2-E1,financial-sim,iid,fedprox,20260202,0.743808,0.8285,0.728882,0.03561,4,58,83200
P2-E1,financial-sim,iid,fedprox,20260303,0.749443,0.837,0.72309,0.038594,2,51,83200
P2-E1,financial-sim,iid,fedprox,20260404,0.730727,0.843,0.747243,0.037369,2,50,83200
P2-E1,financial-sim,iid,fedprox,20260505,0.754464,0.8395,0.782738,0.032048,3,52,83200
P2-E1,financial-sim,iid,fedprox,20260606,0.733792,0.823,0.775391,0.034256,1,52,83200
P2-E1,financial-sim,iid,fedprox,20260707,0.718821,0.833,0.740595,0.039312,1,52,83200
P2-E1,financial-sim,iid,fedprox,20260808,0.743791,0.8335,0.708791,0.048785,1,52,83200
P2-E1,financial-sim,iid,fedprox,20260909,0.760893,0.8365,0.742073,0.039087,1,51,83200
P2-E1,financial-sim,iid,fedprox,20261010,0.700218,0.817,0.770826,0.02725,3,53,83200
P2-E1,financial-sim,iid,fedprox,20261111,0.765434,0.828,0.781538,0.033386,3,52,83200
P2-E1,financial-sim,iid,fedprox,20261212,0.755425,0.832,0.768661,0.029485,5,54,83200
P2-E1,financial-sim,iid,fedprox,20261313,0.741153,0.838,0.781965,0.031535,6,52,83200
P2-E1,financial-sim,iid,fedprox,20261414,0.740363,0.8305,0.771127,0.035778,2,50,83200
P2-E1,financial-sim,iid,fedprox,20261515,0.727302,0.8395,0.777992,0.032451,2,52,83200
P2-E1,financial-sim,iid,fedprox,20261616,0.735859,0.838,0.764057,0.038189,1,53,83200
P2-E1,financial-sim,iid,fedprox,20261717,0.759339,0.832,0.764112,0.033134,1,52,83200
P2-E1,financial-sim,iid,fedprox,20261818,0.746158,0.837,0.737027,0.041183,4,53,83200
P2-E1,financial-sim,iid,fedprox,20261919,0.734327,0.8275,0.776006,0.025276,4,53,83200
P2-E1,financial-sim,iid,weighted,20260000,0.706654,0.8295,0.774733,0.031315,1,51,83200
P2-E1,financial-sim,iid,weighted,20260101,0.748391,0.8325,0.759935,0.03694,4,52,83200
P2-E1,financial-sim,iid,weighted,20260202,0.743808,0.8285,0.728882,0.03561,4,51,83200
P2-E1,financial-sim,iid,weighted,20260303,0.749443,0.837,0.72309,0.038594,2,52,83200
P2-E1,financial-sim,iid,weighted,20260404,0.730727,0.843,0.747243,0.037369,2,51,83200
P2-E1,financial-sim,iid,weighted,20260505,0.754464,0.8395,0.782738,0.032048,3,52,83200
P2-E1,financial-sim,iid,weighted,20260606,0.733792,0.823,0.775391,0.034256,1,53,83200
P2-E1,financial-sim,iid,weighted,20260707,0.718821,0.833,0.740595,0.039312,1,52,83200
P2-E1,financial-sim,iid,weighted,20260808,0.743791,0.8335,0.708791,0.048785,1,52,83200
P2-E1,financial-sim,iid,weighted,20260909,0.760893,0.8365,0.742073,0.039087,1,54,83200
