experiment_id,domain,heterogeneity,aggregation,seed,final_auroc,final_accuracy,worst_client_auroc,client_dispersion,convergence_round,runtime_ms,communication_bytes
P2-E1,financial-sim,iid,weighted,20261010,0.700218,0.817,0.770826,0.02725,3,57,83200
P2-E1,financial-sim,iid,weighted,20261111,0.765434,0.828,0.781538,0.033386,3,52,83200
P2-E1,financial-sim,iid,weighted,20261212,0.755425,0.832,0.768661,0.029485,5,51,83200
P2-E1,financial-sim,iid,weighted,20261313,0.741153,0.838,0.781965,0.031535,6,52,83200
P2-E1,financial-sim,iid,weighted,20261414,0.740363,0.8305,0.771127,0.035778,2,62,83200
P2-E1,financial-sim,iid,weighted,20261515,0.727302,0.8395,0.777992,0.032451,2,52,83200
P2-E1,financial-sim,iid,weighted,20261616,0.735859,0.838,0.764057,0.038189,1,52,83200
P2-E1,financial-sim,iid,weighted,20261717,0.759339,0.832,0.764112,0.033134,1,50,83200
P2-E1,financial-sim,iid,weighted,20261818,0.746158,0.837,0.737027,0.041183,4,52,83200
P2-E1,financial-sim,iid,weighted,20261919,0.734327,0.8275,0.776006,0.025276,4,51,83200
P2-E1,financial-sim,iid,median,20260000,0.705701,0.821,0.776896,0.030839,1,52,83200
P2-E1,financial-sim,iid,median,20260101,0.747919,0.8285,0.759935,0.036843,2,53,83200
P2-E1,financial-sim,iid,median,20260202,0.741278,0.829,0.720368,0.037174,3,53,83200
P2-E1,financial-sim,iid,median,20260303,0.748862,0.8365,0.718874,0.038875,3,56,83200
P2-E1,financial-sim,iid,median,20260404,0.730568,0.8415,0.736216,0.039097,1,55,83200
P2-E1,financial-sim,iid,median,20260505,0.752331,0.835,0.782614,0.033023,3,54,83200
P2-E1,financial-sim,iid,median,20260606,0.731739,0.82,0.777926,0.034495,2,53,83200
P2-E1,financial-sim,iid,median,20260707,0.720317,0.835,0.733929,0.039301,1,53,83200
P2-E1,financial-sim,iid,median,20260808,0.743387,0.832,0.706484,0.048795,1,54,83200
P2-E1,financial-sim,iid,median,20260909,0.756134,0.836,0.741958,0.038141,1,52,83200
P2-E1,financial-sim,iid,median,20261010,0.699274,0.818,0.773903,0.026619,3,54,83200
P2-E1,financial-sim,iid,median,20261111,0.765451,0.828,0.777493,0.034121,4,53,83200
P2-E1,financial-sim,iid,median,20261212,0.755486,0.8325,0.765128,0.029868,6,52,83200
P2-E1,financial-sim,iid,median,20261313,0.743106,0.84,0.780535,0.031338,6,53,83200
P2-E1,financial-sim,iid,median,20261414,0.741855,0.826,0.764206,0.037265,2,54,83200
P2-E1,financial-sim,iid,median,20261515,0.725554,0.834,0.774024,0.032659,3,55,83200
P2-E1,financial-sim,iid,median,20261616,0.73555,0.838,0.76139,0.038905,1,57,83200
P2-E1,financial-sim,iid,median,20261717,0.76069,0.828,0.770059,0.032168,1,55,83200
P2-E1,financial-sim,iid,median,20261818,0.749538,0.8345,0.746377,0.03925,5,54,83200
P2-E1,financial-sim,iid,median,20261919,0.73639,0.8335,0.779738,0.025278,3,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20260000,0.706178,0.8235,0.775454,0.030892,1,58,83200
P2-E1,financial-sim,iid,trimmed-mean,20260101,0.749628,0.831,0.761571,0.036707,4,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20260202,0.742888,0.83,0.726179,0.035929,4,55,83200
P2-E1,financial-sim,iid,trimmed-mean,20260303,0.748372,0.839,0.719866,0.039146,2,55,83200
P2-E1,financial-sim,iid,trimmed-mean,20260404,0.730456,0.843,0.743094,0.037456,3,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20260505,0.754142,0.839,0.783234,0.032435,3,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20260606,0.733731,0.8245,0.776693,0.034841,1,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20260707,0.718917,0.8325,0.740119,0.039306,1,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20260808,0.744064,0.834,0.711429,0.048496,1,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20260909,0.760364,0.8345,0.742877,0.03901,1,55,83200
P2-E1,financial-sim,iid,trimmed-mean,20261010,0.700773,0.8165,0.771054,0.027242,4,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20261111,0.765162,0.826,0.778027,0.033569,3,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20261212,0.755313,0.836,0.767407,0.029641,6,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20261313,0.742679,0.8385,0.782354,0.031633,6,56,83200
P2-E1,financial-sim,iid,trimmed-mean,20261414,0.741166,0.827,0.768941,0.036614,2,61,83200
P2-E1,financial-sim,iid,trimmed-mean,20261515,0.727252,0.8365,0.775311,0.032811,2,56,83200
P2-E1,financial-sim,iid,trimmed-mean,20261616,0.736077,0.8375,0.763553,0.038368,1,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20261717,0.760055,0.8295,0.76703,0.032884,1,54,83200
P2-E1,financial-sim,iid,trimmed-mean,20261818,0.74731,0.8375,0.73878,0.040394,4,53,83200
P2-E1,financial-sim,iid,trimmed-mean,20261919,0.735147,0.828,0.777363,0.025452,4,56,83200
P2-E1,financial-sim,iid,trust-weighted,20260000,0.706584,0.827,0.775454,0.030956,1,61,83200
P2-E1,financial-sim,iid,trust-weighted,20260101,0.748331,0.832,0.760051,0.036863,4,60,83200
P2-E1,financial-sim,iid,trust-weighted,20260202,0.743452,0.831,0.72726,0.035882,4,59,83200
P2-E1,financial-sim,iid,trust-weighted,20260303,0.748982,0.8385,0.720486,0.038896,2,58,83200
P2-E1,financial-sim,iid,trust-weighted,20260404,0.730805,0.843,0.745715,0.037505,2,58,83200
P2-E1,financial-sim,iid,trust-weighted,20260505,0.75451,0.8375,0.78249,0.032485,3,59,83200
P2-E1,financial-sim,iid,trust-weighted,20260606,0.733668,0.824,0.776367,0.034558,1,58,83200
P2-E1,financial-sim,iid,trust-weighted,20260707,0.719004,0.833,0.739048,0.03951,1,54,83200
P2-E1,financial-sim,iid,trust-weighted,20260808,0.743827,0.833,0.708791,0.048921,1,55,83200
P2-E1,financial-sim,iid,trust-weighted,20260909,0.760395,0.8365,0.742992,0.03902,1,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261010,0.70035,0.818,0.77151,0.02732,4,57,83200
P2-E1,financial-sim,iid,trust-weighted,20261111,0.765544,0.826,0.7808,0.033625,3,54,83200
P2-E1,financial-sim,iid,trust-weighted,20261212,0.755559,0.832,0.768205,0.029864,5,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261313,0.742516,0.8385,0.783004,0.031381,6,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261414,0.740595,0.8285,0.769063,0.036024,2,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261515,0.727208,0.837,0.776705,0.032584,2,55,83200
P2-E1,financial-sim,iid,trust-weighted,20261616,0.73614,0.8385,0.764034,0.038318,1,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261717,0.759537,0.83,0.766468,0.033041,1,55,83200
P2-E1,financial-sim,iid,trust-weighted,20261818,0.746591,0.835,0.736325,0.041247,4,56,83200
P2-E1,financial-sim,iid,trust-weighted,20261919,0.734698,0.829,0.776346,0.02526,4,57,83200
P2-E1,financial-sim,mild,fedavg,20260000,0.701202,0.8,0.66474,0.073297,1,56,83200
P2-E1,financial-sim,mild,fedavg,20260101,0.751021,0.8305,0.676573,0.059786,6,50,83200
P2-E1,financial-sim,mild,fedavg,20260202,0.744614,0.8275,0.500101,0.089547,4,51,83200
P2-E1,financial-sim,mild,fedavg,20260303,0.742893,0.8465,0.532942,0.076751,6,52,83200
P2-E1,financial-sim,mild,fedavg,20260404,0.724408,0.831,0.669212,0.06909,4,51,83200
P2-E1,financial-sim,mild,fedavg,20260505,0.748163,0.8455,0.645833,0.070495,9,59,83200
P2-E1,financial-sim,mild,fedavg,20260606,0.725908,0.8115,0.676301,0.077121,1,52,83200
P2-E1,financial-sim,mild,fedavg,20260707,0.718553,0.844,0.546778,0.098939,3,55,83200
P2-E1,financial-sim,mild,fedavg,20260808,0.735584,0.8265,0.434798,0.094598,1,52,83200
P2-E1,financial-sim,mild,fedavg,20260909,0.758994,0.8375,0.598214,0.094855,5,51,83200
P2-E1,financial-sim,mild,fedavg,20261010,0.695197,0.795,0.649182,0.068094,1,54,83200
P2-E1,financial-sim,mild,fedavg,20261111,0.764929,0.827,0.62021,0.07695,5,56,83200
P2-E1,financial-sim,mild,fedavg,20261212,0.740891,0.779,0.762938,0.040017,1,64,83200
P2-E1,financial-sim,mild,fedavg,20261313,0.739876,0.8405,0.648983,0.056647,9,52,83200
P2-E1,financial-sim,mild,fedavg,20261414,0.74328,0.81,0.617463,0.066262,1,52,83200
P2-E1,financial-sim,mild,fedavg,20261515,0.723371,0.83,0.655393,0.074651,4,51,83200
P2-E1,financial-sim,mild,fedavg,20261616,0.734359,0.827,0.642594,0.066593,1,54,83200
P2-E1,financial-sim,mild,fedavg,20261717,0.759682,0.8285,0.609077,0.071589,2,53,83200
P2-E1,financial-sim,mild,fedavg,20261818,0.749666,0.822,0.732456,0.048187,1,52,83200
P2-E1,financial-sim,mild,fedavg,20261919,0.729019,0.828,0.644188,0.076802,5,53,83200
P2-E1,financial-sim,mild,fedprox,20260000,0.701202,0.8,0.66474,0.073297,1,52,83200
P2-E1,financial-sim,mild,fedprox,20260101,0.751021,0.8305,0.676573,0.059786,6,52,83200
P2-E1,financial-sim,mild,fedprox,20260202,0.744614,0.8275,0.500101,0.089547,4,52,83200
P2-E1,financial-sim,mild,fedprox,20260303,0.742893,0.8465,0.532942,0.076751,6,54,83200
P2-E1,financial-sim,mild,fedprox,20260404,0.724408,0.831,0.669212,0.06909,4,51,83200
P2-E1,financial-sim,mild,fedprox,20260505,0.748163,0.8455,0.645833,0.070495,9,51,83200
P2-E1,financial-sim,mild,fedprox,20260606,0.725908,0.8115,0.676301,0.077121,1,51,83200
P2-E1,financial-sim,mild,fedprox,20260707,0.718553,0.844,0.546778,0.098939,3,51,83200
P2-E1,financial-sim,mild,fedprox,20260808,0.735584,0.8265,0.434798,0.094598,1,50,83200
P2-E1,financial-sim,mild,fedprox,20260909,0.758994,0.8375,0.598214,0.094855,5,50,83200
P2-E1,financial-sim,mild,fedprox,20261010,0.695197,0.795,0.649182,0.068094,1,51,83200
P2-E1,financial-sim,mild,fedprox,20261111,0.764929,0.827,0.62021,0.07695,5,60,83200
P2-E1,financial-sim,mild,fedprox,20261212,0.740891,0.779,0.762938,0.040017,1,53,83200
P2-E1,financial-sim,mild,fedprox,20261313,0.739876,0.8405,0.648983,0.056647,9,52,83200
P2-E1,financial-sim,mild,fedprox,20261414,0.74328,0.81,0.617463,0.066262,1,53,83200
P2-E1,financial-sim,mild,fedprox,20261515,0.723371,0.83,0.655393,0.074651,4,55,83200
P2-E1,financial-sim,mild,fedprox,20261616,0.734359,0.827,0.642594,0.066593,1,57,83200
P2-E1,financial-sim,mild,fedprox,20261717,0.759682,0.8285,0.609077,0.071589,2,53,83200
P2-E1,financial-sim,mild,fedprox,20261818,0.749666,0.822,0.732456,0.048187,1,52,83200
P2-E1,financial-sim,mild,fedprox,20261919,0.729019,0.828,0.644188,0.076802,5,52,83200
P2-E1,financial-sim,mild,weighted,20260000,0.701202,0.8,0.66474,0.073297,1,51,83200
P2-E1,financial-sim,mild,weighted,20260101,0.751021,0.8305,0.676573,0.059786,6,52,83200
P2-E1,financial-sim,mild,weighted,20260202,0.744614,0.8275,0.500101,0.089547,4,53,83200
P2-E1,financial-sim,mild,weighted,20260303,0.742893,0.8465,0.532942,0.076751,6,53,83200
P2-E1,financial-sim,mild,weighted,20260404,0.724408,0.831,0.669212,0.06909,4,57,83200
P2-E1,financial-sim,mild,weighted,20260505,0.748163,0.8455,0.645833,0.070495,9,52,83200
P2-E1,financial-sim,mild,weighted,20260606,0.725908,0.8115,0.676301,0.077121,1,51,83200
P2-E1,financial-sim,mild,weighted,20260707,0.718553,0.844,0.546778,0.098939,3,52,83200
P2-E1,financial-sim,mild,weighted,20260808,0.735584,0.8265,0.434798,0.094598,1,53,83200
P2-E1,financial-sim,mild,weighted,20260909,0.758994,0.8375,0.598214,0.094855,5,53,83200
P2-E1,financial-sim,mild,weighted,20261010,0.695197,0.795,0.649182,0.068094,1,52,83200
P2-E1,financial-sim,mild,weighted,20261111,0.764929,0.827,0.62021,0.07695,5,51,83200
P2-E1,financial-sim,mild,weighted,20261212,0.740891,0.779,0.762938,0.040017,1,52,83200
P2-E1,financial-sim,mild,weighted,20261313,0.739876,0.8405,0.648983,0.056647,9,53,83200
P2-E1,financial-sim,mild,weighted,20261414,0.74328,0.81,0.617463,0.066262,1,52,83200
P2-E1,financial-sim,mild,weighted,20261515,0.723371,0.83,0.655393,0.074651,4,52,83200
P2-E1,financial-sim,mild,weighted,20261616,0.734359,0.827,0.642594,0.066593,1,51,83200
P2-E1,financial-sim,mild,weighted,20261717,0.759682,0.8285,0.609077,0.071589,2,52,83200
P2-E1,financial-sim,mild,weighted,20261818,0.749666,0.822,0.732456,0.048187,1,53,83200
P2-E1,financial-sim,mild,weighted,20261919,0.729019,0.828,0.644188,0.076802,5,53,83200
P2-E1,financial-sim,mild,median,20260000,0.701931,0.8105,0.672875,0.072596,1,52,83200
P2-E1,financial-sim,mild,median,20260101,0.750876,0.832,0.679196,0.059169,8,53,83200
P2-E1,financial-sim,mild,median,20260202,0.744246,0.811,0.501916,0.088433,1,56,83200
P2-E1,financial-sim,mild,median,20260303,0.743207,0.847,0.532686,0.076364,7,53,83200
P2-E1,financial-sim,mild,median,20260404,0.72008,0.83,0.67093,0.067337,4,53,83200
P2-E1,financial-sim,mild,median,20260505,0.743991,0.8385,0.647727,0.06954,9,54,83200
P2-E1,financial-sim,mild,median,20260606,0.717994,0.8095,0.670421,0.076917,1,52,83200
P2-E1,financial-sim,mild,median,20260707,0.716427,0.843,0.549775,0.098797,2,55,83200
P2-E1,financial-sim,mild,median,20260808,0.738611,0.829,0.438696,0.094036,1,56,83200
P2-E1,financial-sim,mild,median,20260909,0.756696,0.832,0.594892,0.094346,6,54,83200
P2-E1,financial-sim,mild,median,20261010,0.689952,0.792,0.636533,0.068376,1,53,83200
P2-E1,financial-sim,mild,median,20261111,0.764636,0.8295,0.604153,0.076695,6,52,83200
P2-E1,financial-sim,mild,median,20261212,0.74465,0.788,0.762153,0.04006,1,76,83200
P2-E1,financial-sim,mild,median,20261313,0.738287,0.841,0.649646,0.05689,10,54,83200
P2-E1,financial-sim,mild,median,20261414,0.742947,0.803,0.606977,0.068204,1,53,83200
P2-E1,financial-sim,mild,median,20261515,0.724406,0.8385,0.643015,0.074987,5,53,83200
P2-E1,financial-sim,mild,median,20261616,0.732913,0.8245,0.634733,0.066458,1,52,83200
P2-E1,financial-sim,mild,median,20261717,0.755909,0.8185,0.60501,0.072765,1,56,83200
P2-E1,financial-sim,mild,median,20261818,0.750479,0.829,0.731481,0.046867,1,53,83200
P2-E1,financial-sim,mild,median,20261919,0.727849,0.824,0.642689,0.078069,5,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20260000,0.701294,0.8,0.667095,0.073565,1,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20260101,0.751418,0.8295,0.678759,0.059294,7,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20260202,0.745138,0.824,0.501311,0.089118,1,58,83200
P2-E1,financial-sim,mild,trimmed-mean,20260303,0.742247,0.8485,0.538304,0.075547,7,54,83200
P2-E1,financial-sim,mild,trimmed-mean,20260404,0.723892,0.8295,0.66883,0.069162,4,56,83200
P2-E1,financial-sim,mild,trimmed-mean,20260505,0.746224,0.8435,0.648201,0.070137,8,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20260606,0.724851,0.815,0.676086,0.076737,1,56,83200
P2-E1,financial-sim,mild,trimmed-mean,20260707,0.718217,0.844,0.549561,0.09925,3,54,83200
P2-E1,financial-sim,mild,trimmed-mean,20260808,0.736347,0.8275,0.436393,0.094351,1,52,83200
P2-E1,financial-sim,mild,trimmed-mean,20260909,0.758262,0.835,0.59946,0.093497,5,53,83200
P2-E1,financial-sim,mild,trimmed-mean,20261010,0.69313,0.7965,0.644903,0.068753,1,52,83200
P2-E1,financial-sim,mild,trimmed-mean,20261111,0.765614,0.8275,0.616784,0.077004,6,53,83200
P2-E1,financial-sim,mild,trimmed-mean,20261212,0.741791,0.783,0.763699,0.040067,1,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20261313,0.739198,0.84,0.65252,0.056429,9,59,83200
P2-E1,financial-sim,mild,trimmed-mean,20261414,0.743168,0.8065,0.61464,0.066902,1,54,83200
P2-E1,financial-sim,mild,trimmed-mean,20261515,0.723927,0.834,0.648762,0.07503,5,54,83200
P2-E1,financial-sim,mild,trimmed-mean,20261616,0.733846,0.828,0.634733,0.067553,1,52,83200
P2-E1,financial-sim,mild,trimmed-mean,20261717,0.759588,0.827,0.609505,0.07177,2,53,83200
P2-E1,financial-sim,mild,trimmed-mean,20261818,0.750655,0.827,0.733431,0.047601,1,55,83200
P2-E1,financial-sim,mild,trimmed-mean,20261919,0.728825,0.8325,0.643759,0.077517,5,54,83200
P2-E1,financial-sim,mild,trust-weighted,20260000,0.701149,0.797,0.665596,0.073439,1,55,83200
P2-E1,financial-sim,mild,trust-weighted,20260101,0.751535,0.831,0.67803,0.059437,7,56,83200
P2-E1,financial-sim,mild,trust-weighted,20260202,0.745147,0.8275,0.504941,0.088437,5,57,83200
P2-E1,financial-sim,mild,trust-weighted,20260303,0.742066,0.848,0.534219,0.076763,7,57,83200
P2-E1,financial-sim,mild,trust-weighted,20260404,0.72394,0.8285,0.671502,0.068743,4,55,83200
P2-E1,financial-sim,mild,trust-weighted,20260505,0.747784,0.8435,0.645597,0.070336,9,55,83200
P2-E1,financial-sim,mild,trust-weighted,20260606,0.72531,0.8135,0.675984,0.076791,1,57,83200
P2-E1,financial-sim,mild,trust-weighted,20260707,0.718131,0.8445,0.547848,0.099206,3,56,83200
P2-E1,financial-sim,mild,trust-weighted,20260808,0.735697,0.8285,0.436038,0.094407,1,56,83200
P2-E1,financial-sim,mild,trust-weighted,20260909,0.759498,0.8395,0.599668,0.094732,5,57,83200
P2-E1,financial-sim,mild,trust-weighted,20261010,0.694573,0.7945,0.648065,0.068254,1,57,83200
P2-E1,financial-sim,mild,trust-weighted,20261111,0.764866,0.826,0.618069,0.07703,6,56,83200
P2-E1,financial-sim,mild,trust-weighted,20261212,0.741321,0.78,0.763318,0.040131,1,59,83200
P2-E1,financial-sim,mild,trust-weighted,20261313,0.740188,0.8415,0.650088,0.056753,9,58,83200
P2-E1,financial-sim,mild,trust-weighted,20261414,0.742967,0.808,0.616657,0.06694,1,58,83200
P2-E1,financial-sim,mild,trust-weighted,20261515,0.723743,0.8315,0.652962,0.074779,4,57,83200
P2-E1,financial-sim,mild,trust-weighted,20261616,0.733993,0.8275,0.638909,0.067112,1,57,83200
P2-E1,financial-sim,mild,trust-weighted,20261717,0.759569,0.826,0.608007,0.07217,2,57,83200
P2-E1,financial-sim,mild,trust-weighted,20261818,0.749829,0.823,0.732619,0.047906,1,56,83200
P2-E1,financial-sim,mild,trust-weighted,20261919,0.728478,0.83,0.645686,0.076636,5,56,83200
P2-E1,financial-sim,moderate,fedavg,20260000,0.702119,0.832,0.54237,0.117581,5,53,83200
P2-E1,financial-sim,moderate,fedavg,20260101,0.747109,0.8365,0.525938,0.116544,7,52,83200
P2-E1,financial-sim,moderate,fedavg,20260202,0.741642,0.843,0.474062,0.113963,8,52,83200
P2-E1,financial-sim,moderate,fedavg,20260303,0.749212,0.829,0.488889,0.122129,4,52,83200
P2-E1,financial-sim,moderate,fedavg,20260404,0.731946,0.839,0.593712,0.089804,7,52,83200
P2-E1,financial-sim,moderate,fedavg,20260505,0.747909,0.834,0.479589,0.143406,4,50,83200
P2-E1,financial-sim,moderate,fedavg,20260606,0.724694,0.8375,0.50947,0.116221,3,54,83200
P2-E1,financial-sim,moderate,fedavg,20260707,0.717103,0.8175,0.567451,0.097564,1,51,83200
P2-E1,financial-sim,moderate,fedavg,20260808,0.736872,0.8205,0.480717,0.126313,1,51,83200
P2-E1,financial-sim,moderate,fedavg,20260909,0.749372,0.83,0.524259,0.118889,1,56,83200
P2-E1,financial-sim,moderate,fedavg,20261010,0.697503,0.828,0.5228,0.102274,5,53,83200
P2-E1,financial-sim,moderate,fedavg,20261111,0.759479,0.837,0.435904,0.134658,6,52,83200
P2-E1,financial-sim,moderate,fedavg,20261212,0.750862,0.8445,0.504076,0.126539,7,52,83200
P2-E1,financial-sim,moderate,fedavg,20261313,0.746391,0.842,0.499337,0.11581,6,52,83200
P2-E1,financial-sim,moderate,fedavg,20261414,0.735347,0.8385,0.542964,0.100751,7,51,83200
P2-E1,financial-sim,moderate,fedavg,20261515,0.725206,0.824,0.515093,0.109457,1,52,83200
P2-E1,financial-sim,moderate,fedavg,20261616,0.730612,0.8415,0.429714,0.144128,2,50,83200
P2-E1,financial-sim,moderate,fedavg,20261717,0.756063,0.8065,0.436552,0.123423,2,52,83200
P2-E1,financial-sim,moderate,fedavg,20261818,0.740909,0.8485,0.459402,0.159322,7,51,83200
P2-E1,financial-sim,moderate,fedavg,20261919,0.730414,0.8295,0.555261,0.083503,8,51,83200
P2-E1,financial-sim,moderate,fedprox,20260000,0.702119,0.832,0.54237,0.117581,5,53,83200
P2-E1,financial-sim,moderate,fedprox,20260101,0.747109,0.8365,0.525938,0.116544,7,52,83200
P2-E1,financial-sim,moderate,fedprox,20260202,0.741642,0.843,0.474062,0.113963,8,51,83200
P2-E1,financial-sim,moderate,fedprox,20260303,0.749212,0.829,0.488889,0.122129,4,52,83200
P2-E1,financial-sim,moderate,fedprox,20260404,0.731946,0.839,0.593712,0.089804,7,52,83200
P2-E1,financial-sim,moderate,fedprox,20260505,0.747909,0.834,0.479589,0.143406,4,50,83200
P2-E1,financial-sim,moderate,fedprox,20260606,0.724694,0.8375,0.50947,0.116221,3,51,83200
P2-E1,financial-sim,moderate,fedprox,20260707,0.717103,0.8175,0.567451,0.097564,1,53,83200
P2-E1,financial-sim,moderate,fedprox,20260808,0.736872,0.8205,0.480717,0.126313,1,54,83200
P2-E1,financial-sim,moderate,fedprox,20260909,0.749372,0.83,0.524259,0.118889,1,52,83200
P2-E1,financial-sim,moderate,fedprox,20261010,0.697503,0.828,0.5228,0.102274,5,52,83200
P2-E1,financial-sim,moderate,fedprox,20261111,0.759479,0.837,0.435904,0.134658,6,52,83200
P2-E1,financial-sim,moderate,fedprox,20261212,0.750862,0.8445,0.504076,0.126539,7,54,83200
P2-E1,financial-sim,moderate,fedprox,20261313,0.746391,0.842,0.499337,0.11581,6,53,83200
P2-E1,financial-sim,moderate,fedprox,20261414,0.735347,0.8385,0.542964,0.100751,7,51,83200
P2-E1,financial-sim,moderate,fedprox,20261515,0.725206,0.824,0.515093,0.109457,1,50,83200
P2-E1,financial-sim,moderate,fedprox,20261616,0.730612,0.8415,0.429714,0.144128,2,51,83200
P2-E1,financial-sim,moderate,fedprox,20261717,0.756063,0.8065,0.436552,0.123423,2,54,83200
P2-E1,financial-sim,moderate,fedprox,20261818,0.740909,0.8485,0.459402,0.159322,7,51,83200
P2-E1,financial-sim,moderate,fedprox,20261919,0.730414,0.8295,0.555261,0.083503,8,53,83200
P2-E1,financial-sim,moderate,weighted,20260000,0.702119,0.832,0.54237,0.117581,5,59,83200
P2-E1,financial-sim,moderate,weighted,20260101,0.747109,0.8365,0.525938,0.116544,7,53,83200
P2-E1,financial-sim,moderate,weighted,20260202,0.741642,0.843,0.474062,0.113963,8,56,83200
P2-E1,financial-sim,moderate,weighted,20260303,0.749212,0.829,0.488889,0.122129,4,52,83200
P2-E1,financial-sim,moderate,weighted,20260404,0.731946,0.839,0.593712,0.089804,7,51,83200
P2-E1,financial-sim,moderate,weighted,20260505,0.747909,0.834,0.479589,0.143406,4,50,83200
P2-E1,financial-sim,moderate,weighted,20260606,0.724694,0.8375,0.50947,0.116221,3,52,83200
P2-E1,financial-sim,moderate,weighted,20260707,0.717103,0.8175,0.567451,0.097564,1,52,83200
P2-E1,financial-sim,moderate,weighted,20260808,0.736872,0.8205,0.480717,0.126313,1,53,83200
P2-E1,financial-sim,moderate,weighted,20260909,0.749372,0.83,0.524259,0.118889,1,52,83200
P2-E1,financial-sim,moderate,weighted,20261010,0.697503,0.828,0.5228,0.102274,5,52,83200
P2-E1,financial-sim,moderate,weighted,20261111,0.759479,0.837,0.435904,0.134658,6,52,83200
P2-E1,financial-sim,moderate,weighted,20261212,0.750862,0.8445,0.504076,0.126539,7,51,83200
P2-E1,financial-sim,moderate,weighted,20261313,0.746391,0.842,0.499337,0.11581,6,51,83200
P2-E1,financial-sim,moderate,weighted,20261414,0.735347,0.8385,0.542964,0.100751,7,53,83200
P2-E1,financial-sim,moderate,weighted,20261515,0.725206,0.824,0.515093,0.109457,1,53,83200
P2-E1,financial-sim,moderate,weighted,20261616,0.730612,0.8415,0.429714,0.144128,2,53,83200
P2-E1,financial-sim,moderate,weighted,20261717,0.756063,0.8065,0.436552,0.123423,2,53,83200
P2-E1,financial-sim,moderate,weighted,20261818,0.740909,0.8485,0.459402,0.159322,7,54,83200
P2-E1,financial-sim,moderate,weighted,20261919,0.730414,0.8295,0.555261,0.083503,8,53,83200
P2-E1,financial-sim,moderate,median,20260000,0.700829,0.829,0.550535,0.115755,9,54,83200
P2-E1,financial-sim,moderate,median,20260101,0.737021,0.835,0.505454,0.119086,7,52,83200
P2-E1,financial-sim,moderate,median,20260202,0.742774,0.8485,0.45145,0.11448,11,54,83200
P2-E1,financial-sim,moderate,median,20260303,0.746395,0.8225,0.495833,0.123514,1,53,83200
P2-E1,financial-sim,moderate,median,20260404,0.733075,0.846,0.592186,0.089399,11,54,83200
P2-E1,financial-sim,moderate,median,20260505,0.741727,0.824,0.456602,0.143915,5,53,83200
P2-E1,financial-sim,moderate,median,20260606,0.720622,0.8405,0.506866,0.117138,3,54,83200
P2-E1,financial-sim,moderate,median,20260707,0.714313,0.8125,0.55902,0.095741,1,54,83200
P2-E1,financial-sim,moderate,median,20260808,0.732177,0.8215,0.477278,0.127873,1,54,83200
P2-E1,financial-sim,moderate,median,20260909,0.747206,0.813,0.516088,0.120586,1,52,83200
P2-E1,financial-sim,moderate,median,20261010,0.695216,0.8305,0.535431,0.098753,3,52,83200
P2-E1,financial-sim,moderate,median,20261111,0.751376,0.8305,0.45046,0.134508,7,57,83200
P2-E1,financial-sim,moderate,median,20261212,0.745789,0.842,0.515031,0.126607,6,55,83200
P2-E1,financial-sim,moderate,median,20261313,0.7481,0.8395,0.500884,0.115256,1,53,83200
P2-E1,financial-sim,moderate,median,20261414,0.730915,0.8385,0.531524,0.097586,7,52,83200
P2-E1,financial-sim,moderate,median,20261515,0.722731,0.816,0.536502,0.107829,1,55,83200
P2-E1,financial-sim,moderate,median,20261616,0.719669,0.8355,0.4448,0.138363,1,55,83200
P2-E1,financial-sim,moderate,median,20261717,0.751649,0.793,0.415536,0.12604,2,58,83200
P2-E1,financial-sim,moderate,median,20261818,0.733879,0.833,0.435274,0.156912,3,54,83200
P2-E1,financial-sim,moderate,median,20261919,0.727131,0.8275,0.547524,0.084541,7,53,83200
P2-E1,financial-sim,moderate,trimmed-mean,20260000,0.70323,0.8325,0.545455,0.117562,6,53,83200
P2-E1,financial-sim,moderate,trimmed-mean,20260101,0.745682,0.8315,0.512902,0.118256,7,53,83200
P2-E1,financial-sim,moderate,trimmed-mean,20260202,0.741458,0.845,0.467944,0.114093,8,53,83200
P2-E1,financial-sim,moderate,trimmed-mean,20260303,0.75053,0.8285,0.4925,0.122122,4,55,83200
