experiment_id,domain,aggregation,attack_id,adversarial_fraction,seed,clean_auroc,attacked_auroc,abs_degradation,rel_degradation,worst_client_auroc,runtime_ms
P2-E3,clinical-sim,median,gaussian-5,0.3,20261616,0.801991,0.794679,0.007312,0.024213,0.517469,33
P2-E3,clinical-sim,median,gaussian-5,0.3,20261717,0.810412,0.730056,0.080356,0.258868,0.47961,31
P2-E3,clinical-sim,median,gaussian-5,0.3,20261818,0.80943,0.795712,0.013718,0.044334,0.574517,31
P2-E3,clinical-sim,median,gaussian-5,0.3,20261919,0.795925,0.767278,0.028647,0.096804,0.52178,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260000,0.811328,0.809852,0.001476,0.00474,0.464844,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260101,0.778615,0.782539,-0.003924,-0.014084,0.597996,33
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260202,0.808086,0.807333,0.000753,0.002444,0.486517,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260303,0.791784,0.741785,0.049999,0.171357,0.579133,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260404,0.757479,0.788142,-0.030663,-0.11909,0.583747,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260505,0.814815,0.820103,-0.005288,-0.016797,0.564542,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260606,0.769253,0.762734,0.006519,0.024212,0.51867,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260707,0.816046,0.807579,0.008467,0.026791,0.496346,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260808,0.796006,0.745008,0.050998,0.172287,0.496469,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20260909,0.775046,0.722113,0.052933,0.192451,0.442883,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261010,0.800089,0.775664,0.024425,0.081392,0.467236,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261111,0.784318,0.738673,0.045645,0.160542,0.500293,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261212,0.820901,0.809291,0.01161,0.036181,0.518505,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261313,0.819987,0.799104,0.020882,0.06526,0.587015,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261414,0.762006,0.704975,0.057031,0.217672,0.468219,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261515,0.817303,0.825126,-0.007823,-0.024654,0.555787,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261616,0.805497,0.80024,0.005256,0.017206,0.515556,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261717,0.815103,0.78516,0.029942,0.095024,0.491345,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261818,0.814861,0.796781,0.01808,0.057422,0.57001,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.1,20261919,0.799893,0.769731,0.030162,0.100577,0.563136,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260000,0.811328,0.742183,0.069145,0.222097,0.440075,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260101,0.778615,0.739391,0.039224,0.140781,0.563614,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260202,0.808086,0.356944,0.451142,1.46434,0.140257,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260303,0.791784,0.506998,0.284786,0.976016,0.24768,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260404,0.757479,0.694824,0.062655,0.243339,0.544395,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260505,0.814815,0.452836,0.36198,1.149816,0.253776,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260606,0.769253,0.766893,0.00236,0.008765,0.495517,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260707,0.816046,0.465121,0.350925,1.110361,0.207319,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260808,0.796006,0.641826,0.15418,0.520869,0.329838,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20260909,0.775046,0.523529,0.251517,0.914455,0.412159,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261010,0.800089,0.758829,0.04126,0.137492,0.487179,33
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261111,0.784318,0.338584,0.445734,1.567729,0.206348,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261212,0.820901,0.350855,0.470046,1.464769,0.205816,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261313,0.819987,0.625292,0.194694,0.608446,0.437124,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261414,0.762006,0.480838,0.281169,1.073137,0.215983,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261515,0.817303,0.644974,0.172329,0.543105,0.476246,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261616,0.805497,0.339106,0.46639,1.526662,0.204331,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261717,0.815103,0.466973,0.34813,1.104813,0.273928,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261818,0.814861,0.752931,0.06193,0.196691,0.559698,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.2,20261919,0.799893,0.302367,0.497527,1.659013,0.167609,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260000,0.811328,0.350421,0.460907,1.480456,0.118459,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260101,0.778615,0.388444,0.390171,1.400397,0.154162,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260202,0.808086,0.383569,0.424517,1.377918,0.215708,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260303,0.791784,0.590269,0.201515,0.69063,0.22963,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260404,0.757479,0.480944,0.276535,1.07401,0.125804,29
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260505,0.814815,0.547558,0.267257,0.848934,0.25419,28
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260606,0.769253,0.385984,0.383269,1.423455,0.133364,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260707,0.816046,0.36097,0.455077,1.439905,0.150393,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260808,0.796006,0.495184,0.300822,1.016272,0.147697,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20260909,0.775046,0.253079,0.521967,1.897742,0.200347,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261010,0.800089,0.266246,0.533843,1.778948,0.191141,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261111,0.784318,0.288605,0.495713,1.743513,0.211077,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261212,0.820901,0.336097,0.484804,1.510759,0.136095,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261313,0.819987,0.361063,0.458924,1.434197,0.225962,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261414,0.762006,0.373242,0.388764,1.483797,0.214493,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261515,0.817303,0.592483,0.22482,0.708535,0.445752,29
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261616,0.805497,0.432767,0.37273,1.220079,0.176384,32
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261717,0.815103,0.475988,0.339114,1.076202,0.247034,30
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261818,0.814861,0.35865,0.456211,1.448929,0.292681,31
P2-E3,clinical-sim,trimmed-mean,sign-flip-5,0.3,20261919,0.799893,0.577497,0.222396,0.741583,0.324128,28
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260000,0.811328,0.820639,-0.009312,-0.029909,0.492365,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260101,0.778615,0.777824,0.000791,0.002839,0.591317,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260202,0.808086,0.807183,0.000903,0.002931,0.508899,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260303,0.791784,0.798144,-0.00636,-0.021796,0.58402,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260404,0.757479,0.744275,0.013204,0.051281,0.577133,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260505,0.814815,0.807617,0.007199,0.022866,0.561967,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260606,0.769253,0.770369,-0.001116,-0.004144,0.529225,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260707,0.816046,0.812714,0.003332,0.010544,0.486346,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260808,0.796006,0.805834,-0.009828,-0.033202,0.516625,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20260909,0.775046,0.784506,-0.00946,-0.034396,0.497243,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261010,0.800089,0.803097,-0.003007,-0.010022,0.470628,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261111,0.784318,0.7861,-0.001782,-0.006267,0.551482,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261212,0.820901,0.817767,0.003134,0.009766,0.5138,39
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261313,0.819987,0.821882,-0.001896,-0.005925,0.564692,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261414,0.762006,0.766815,-0.004809,-0.018355,0.45643,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261515,0.817303,0.815899,0.001405,0.004427,0.546557,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261616,0.805497,0.806298,-0.000801,-0.002622,0.527168,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261717,0.815103,0.81619,-0.001088,-0.003452,0.491345,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261818,0.814861,0.81597,-0.001109,-0.003521,0.57192,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.1,20261919,0.799893,0.804261,-0.004368,-0.014565,0.570544,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260000,0.811328,0.819376,-0.008048,-0.02585,0.491921,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260101,0.778615,0.763126,0.015489,0.055592,0.591985,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260202,0.808086,0.814418,-0.006332,-0.020554,0.496601,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260303,0.791784,0.798859,-0.007075,-0.024247,0.5804,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260404,0.757479,0.755833,0.001646,0.006392,0.576554,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260505,0.814815,0.81536,-0.000545,-0.001731,0.571999,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260606,0.769253,0.775705,-0.006452,-0.023964,0.530814,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260707,0.816046,0.797173,0.018874,0.059718,0.502981,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260808,0.796006,0.807706,-0.0117,-0.039526,0.517992,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20260909,0.775046,0.785602,-0.010556,-0.03838,0.508272,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261010,0.800089,0.797079,0.00301,0.010031,0.466829,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261111,0.784318,0.79234,-0.008022,-0.028213,0.554286,33
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261212,0.820901,0.818567,0.002334,0.007274,0.510904,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261313,0.819987,0.817803,0.002183,0.006824,0.565183,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261414,0.762006,0.758951,0.003056,0.011662,0.463307,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261515,0.817303,0.812467,0.004836,0.015242,0.538775,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261616,0.805497,0.805144,0.000353,0.001155,0.530653,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261717,0.815103,0.815577,-0.000474,-0.001505,0.483491,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261818,0.814861,0.813884,0.000977,0.003103,0.567795,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.2,20261919,0.799893,0.801546,-0.001653,-0.005511,0.574967,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260000,0.811328,0.694635,0.116693,0.374824,0.273731,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260101,0.778615,0.597317,0.181297,0.65071,0.241189,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260202,0.808086,0.59673,0.211356,0.68603,0.348936,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260303,0.791784,0.734157,0.057628,0.197501,0.327386,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260404,0.757479,0.607408,0.150071,0.582848,0.146563,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260505,0.814815,0.741205,0.07361,0.233819,0.471756,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260606,0.769253,0.549622,0.219631,0.815704,0.146357,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260707,0.816046,0.809457,0.006589,0.020849,0.502008,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260808,0.796006,0.592134,0.203872,0.688742,0.178026,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20260909,0.775046,0.616194,0.158852,0.577546,0.369243,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261010,0.800089,0.802199,-0.00211,-0.007031,0.456654,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261111,0.784318,0.599953,0.184365,0.648446,0.285788,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261212,0.820901,0.657732,0.163169,0.508472,0.318919,34
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261313,0.819987,0.730362,0.089624,0.280087,0.39491,36
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261414,0.762006,0.751027,0.010979,0.041904,0.461047,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261515,0.817303,0.725441,0.091862,0.289509,0.496607,30
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261616,0.805497,0.660741,0.144756,0.473838,0.274031,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261717,0.815103,0.813111,0.001991,0.00632,0.490473,32
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261818,0.814861,0.628157,0.186704,0.592973,0.38137,31
P2-E3,clinical-sim,trimmed-mean,scale-10,0.3,20261919,0.799893,0.583623,0.21627,0.721157,0.178522,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260000,0.811328,0.81679,-0.005462,-0.017544,0.485174,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260101,0.778615,0.78266,-0.004045,-0.014517,0.586271,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260202,0.808086,0.80409,0.003996,0.012969,0.515469,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260303,0.791784,0.793022,-0.001238,-0.004242,0.582196,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260404,0.757479,0.767852,-0.010373,-0.040286,0.586062,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260505,0.814815,0.818541,-0.003726,-0.011835,0.557795,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260606,0.769253,0.778824,-0.009571,-0.035546,0.527295,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260707,0.816046,0.817133,-0.001087,-0.003438,0.483846,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260808,0.796006,0.793496,0.00251,0.008479,0.522083,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20260909,0.775046,0.751425,0.023622,0.085882,0.460215,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261010,0.800089,0.792787,0.007303,0.024335,0.467101,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261111,0.784318,0.760578,0.02374,0.083499,0.534555,32
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261212,0.820901,0.814121,0.006779,0.021126,0.521763,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261313,0.819987,0.814307,0.005679,0.017748,0.587582,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261414,0.762006,0.72867,0.033336,0.127234,0.47038,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261515,0.817303,0.824051,-0.006748,-0.021265,0.544657,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261616,0.805497,0.803038,0.002459,0.008049,0.527168,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261717,0.815103,0.803565,0.011538,0.036616,0.485091,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261818,0.814861,0.815956,-0.001095,-0.003477,0.57085,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.1,20261919,0.799893,0.786003,0.01389,0.046316,0.563309,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260000,0.811328,0.71045,0.100878,0.324024,0.540083,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260101,0.778615,0.674615,0.104,0.373275,0.532245,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260202,0.808086,0.679901,0.128184,0.416067,0.491656,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260303,0.791784,0.711177,0.080607,0.276256,0.529156,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260404,0.757479,0.655501,0.101978,0.396065,0.570519,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260505,0.814815,0.724615,0.0902,0.286517,0.489613,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260606,0.769253,0.683537,0.085716,0.318349,0.546136,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260707,0.816046,0.686389,0.129657,0.410248,0.463173,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260808,0.796006,0.699052,0.096954,0.327539,0.50534,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20260909,0.775046,0.649058,0.125988,0.45806,0.497177,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261010,0.800089,0.704022,0.096067,0.320129,0.4787,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261111,0.784318,0.678869,0.10545,0.370886,0.536065,31
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261212,0.820901,0.674668,0.146233,0.455695,0.532124,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261313,0.819987,0.692814,0.127173,0.397431,0.571471,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261414,0.762006,0.642086,0.11992,0.457699,0.490106,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261515,0.817303,0.7191,0.098203,0.309492,0.531355,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261616,0.805497,0.676337,0.12916,0.422787,0.41028,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261717,0.815103,0.678329,0.136774,0.43406,0.462535,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261818,0.814861,0.731198,0.083663,0.265713,0.54992,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.2,20261919,0.799893,0.648651,0.151242,0.50432,0.467271,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260000,0.811328,0.672664,0.138664,0.445394,0.52033,27
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260101,0.778615,0.621486,0.157129,0.563965,0.518662,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260202,0.808086,0.629496,0.17859,0.579676,0.452601,27
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260303,0.791784,0.67673,0.115054,0.394312,0.502675,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260404,0.757479,0.640807,0.116672,0.453134,0.553489,27
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260505,0.814815,0.676952,0.137863,0.437917,0.470836,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260606,0.769253,0.635412,0.13384,0.497081,0.556293,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260707,0.816046,0.632846,0.1832,0.579662,0.487597,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260808,0.796006,0.643451,0.152555,0.515378,0.482634,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20260909,0.775046,0.627326,0.14772,0.537072,0.467831,27
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261010,0.800089,0.659252,0.140838,0.469319,0.466558,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261111,0.784318,0.640372,0.143946,0.506285,0.500533,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261212,0.820901,0.632792,0.188109,0.586192,0.533345,27
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261313,0.819987,0.648256,0.171731,0.536681,0.541065,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261414,0.762006,0.615889,0.146117,0.557684,0.464845,28
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261515,0.817303,0.664826,0.152478,0.480542,0.517057,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261616,0.805497,0.636504,0.168992,0.553173,0.417926,29
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261717,0.815103,0.624262,0.19084,0.605645,0.46354,30
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261818,0.814861,0.680797,0.134064,0.425788,0.524565,33
P2-E3,clinical-sim,trimmed-mean,constant-5,0.3,20261919,0.799893,0.615462,0.184431,0.61499,0.461672,26
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260000,0.811328,0.798242,0.013086,0.042032,0.469904,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260101,0.778615,0.785055,-0.00644,-0.023115,0.602894,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260202,0.808086,0.804701,0.003384,0.010985,0.512948,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260303,0.791784,0.78607,0.005714,0.019583,0.58592,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260404,0.757479,0.762479,-0.005,-0.019417,0.576554,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260505,0.814815,0.818083,-0.003268,-0.01038,0.565607,36
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260606,0.769253,0.759051,0.010201,0.037888,0.514357,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260707,0.816046,0.806713,0.009334,0.029533,0.489135,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260808,0.796006,0.784437,0.011569,0.039084,0.508805,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20260909,0.775046,0.760261,0.014785,0.053754,0.48083,30
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261010,0.800089,0.798824,0.001265,0.004217,0.462488,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261111,0.784318,0.765281,0.019037,0.066958,0.553208,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261212,0.820901,0.820571,0.00033,0.001028,0.53112,41
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261313,0.819987,0.814369,0.005618,0.017556,0.564594,33
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261414,0.762006,0.739983,0.022023,0.084055,0.466844,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261515,0.817303,0.811738,0.005565,0.017539,0.556963,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261616,0.805497,0.806356,-0.00086,-0.002814,0.523119,34
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261717,0.815103,0.800023,0.01508,0.047857,0.509673,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261818,0.814861,0.809984,0.004877,0.015489,0.567871,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.1,20261919,0.799893,0.798112,0.001781,0.00594,0.558341,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260000,0.811328,0.603701,0.207627,0.666909,0.430487,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260101,0.778615,0.591138,0.187477,0.672888,0.522841,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260202,0.808086,0.61865,0.189436,0.614881,0.50932,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260303,0.791784,0.60833,0.183455,0.628734,0.478241,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260404,0.757479,0.589515,0.167964,0.652342,0.509838,30
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260505,0.814815,0.622855,0.19196,0.609756,0.455409,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260606,0.769253,0.571331,0.197922,0.73508,0.434819,30
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260707,0.816046,0.6304,0.185646,0.587402,0.468013,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260808,0.796006,0.605341,0.190665,0.644124,0.434343,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20260909,0.775046,0.581469,0.193577,0.7038,0.414519,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261010,0.800089,0.619674,0.180415,0.601206,0.438693,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261111,0.784318,0.601577,0.182741,0.642734,0.457452,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261212,0.820901,0.622934,0.197967,0.61691,0.513709,33
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261313,0.819987,0.610349,0.209638,0.655146,0.428087,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261414,0.762006,0.607442,0.154564,0.589924,0.496846,33
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261515,0.817303,0.583176,0.234127,0.737865,0.52181,31
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261616,0.805497,0.611559,0.193938,0.634827,0.470243,32
P2-E3,clinical-sim,trimmed-mean,gaussian-5,0.2,20261717,0.815103,0.603942,0.211161,0.670133,0.43617,30
